Unnamed: 0,car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price,unnamed:0
9045,Maruti Swift,Maruti,Swift,6,36000,Dealer,Petrol,Manual,18.6,1197,85.8,5,550000,7080
9047,Maruti Swift,Maruti,Swift,8,64529,Dealer,Petrol,Manual,18.6,1197,85.8,5,400000,7081
9048,Maruti Swift,Maruti,Swift,8,50000,Dealer,Petrol,Manual,18.6,1197,85.8,5,475000,7082
9050,Maruti Swift,Maruti,Swift,4,48148,Dealer,Petrol,Manual,18.6,1197,85.8,5,520000,7083
9052,Maruti Swift,Maruti,Swift,9,38000,Dealer,Petrol,Manual,18.6,1197,85.8,5,320000,7084
9053,Maruti Swift,Maruti,Swift,9,50500,Dealer,Petrol,Manual,18.6,1197,85.8,5,325000,7085
9054,Maruti Swift,Maruti,Swift,8,41000,Dealer,Petrol,Manual,18.6,1197,85.8,5,330000,7086
9055,Maruti Swift,Maruti,Swift,7,42120,Dealer,Petrol,Manual,18.6,1197,85.8,5,470000,7087
9056,Maruti Swift,Maruti,Swift,10,94991,Dealer,Petrol,Manual,18.6,1197,85.8,5,315000,7088
9057,Maruti Swift,Maruti,Swift,9,62000,Dealer,Petrol,Manual,18.6,1197,85.8,5,340000,7089
9059,Maruti Swift,Maruti,Swift,5,65000,Dealer,Petrol,Manual,18.6,1197,85.8,5,465000,7090
9060,Maruti Swift,Maruti,Swift,7,60000,Dealer,Petrol,Manual,18.6,1197,85.8,5,350000,7091
9061,Maruti Swift,Maruti,Swift,7,58000,Dealer,Petrol,Manual,18.6,1197,85.8,5,370000,7092
9062,Maruti Swift,Maruti,Swift,9,85508,Dealer,Petrol,Manual,18.6,1197,85.8,5,425000,7093
9063,Maruti Swift,Maruti,Swift,9,85517,Dealer,Petrol,Manual,18.6,1197,85.8,5,425000,7094
9064,Maruti Swift,Maruti,Swift,7,98145,Dealer,Petrol,Manual,18.6,1197,85.8,5,380000,7095
9065,Maruti Swift,Maruti,Swift,7,85195,Dealer,Petrol,Manual,18.6,1197,85.8,5,450000,7096
9067,Maruti Swift,Maruti,Swift,11,88466,Dealer,Petrol,Manual,18.6,1197,85.8,5,290000,7097
9069,Maruti Swift,Maruti,Swift,8,54000,Dealer,Petrol,Manual,18.6,1197,85.8,5,340000,7098
9070,Maruti Swift,Maruti,Swift,9,84000,Dealer,Petrol,Manual,18.6,1197,85.8,5,385000,7099
9071,Maruti Swift,Maruti,Swift,8,70000,Individual,Petrol,Manual,18.6,1197,85.8,5,350000,7100
9072,Maruti Swift,Maruti,Swift,8,32000,Individual,Petrol,Manual,18.6,1197,85.8,5,475000,7101
9073,Maruti Swift,Maruti,Swift,7,70000,Individual,Petrol,Manual,18.6,1197,85.8,5,450000,7102
9074,Maruti Swift,Maruti,Swift,8,13000,Individual,Petrol,Manual,18.6,1197,85.8,5,450000,7103
9075,Maruti Swift,Maruti,Swift,8,30000,Individual,Petrol,Manual,18.6,1197,85.8,5,390000,7104
9076,Maruti Swift,Maruti,Swift,8,97000,Individual,Petrol,Manual,18.6,1197,85.8,5,400000,7105
9078,Maruti Swift,Maruti,Swift,8,20000,Individual,Petrol,Manual,18.6,1197,85.8,5,350000,7106
9079,Maruti Swift,Maruti,Swift,8,50000,Individual,Petrol,Manual,18.6,1197,85.8,5,300000,7107
9080,Maruti Swift,Maruti,Swift,8,50000,Individual,Petrol,Manual,18.6,1197,85.8,5,370000,7108
9081,Maruti Swift,Maruti,Swift,7,70000,Individual,Petrol,Manual,18.6,1197,85.8,5,370000,7109
9083,Maruti Swift,Maruti,Swift,9,58000,Individual,Petrol,Manual,18.6,1197,85.8,5,425000,7110
9084,Maruti Swift,Maruti,Swift,9,35000,Individual,Petrol,Manual,18.6,1197,85.8,5,395000,7111
9085,Maruti Swift,Maruti,Swift,9,106600,Individual,Petrol,Manual,18.6,1197,85.8,5,300000,7112
9086,Maruti Swift,Maruti,Swift,9,40000,Individual,Petrol,Manual,18.6,1197,85.8,5,320000,7113
9089,Maruti Swift,Maruti,Swift,9,100000,Individual,Petrol,Manual,18.6,1197,85.8,5,380000,7114
9090,Maruti Swift,Maruti,Swift,10,35000,Individual,Petrol,Manual,18.6,1197,85.8,5,270000,7115
9092,Maruti Swift,Maruti,Swift,7,54000,Individual,Petrol,Manual,18.6,1197,85.8,5,411000,7116
9094,Maruti Swift,Maruti,Swift,9,60000,Individual,Petrol,Manual,18.6,1197,85.8,5,300000,7117
9095,Maruti Swift,Maruti,Swift,8,71000,Individual,Petrol,Manual,18.6,1197,85.8,5,470000,7118
9097,Maruti Swift,Maruti,Swift,7,50000,Individual,Petrol,Manual,18.6,1197,85.8,5,450000,7119
9098,Maruti Swift,Maruti,Swift,9,90000,Individual,Petrol,Manual,18.6,1197,85.8,5,280000,7120
9099,Maruti Swift,Maruti,Swift,9,126000,Individual,Petrol,Manual,18.6,1197,85.8,5,315000,7121
9102,Maruti Swift,Maruti,Swift,9,43000,Individual,Petrol,Manual,18.6,1197,85.8,5,400000,7122
9103,Maruti Swift,Maruti,Swift,8,63000,Individual,Petrol,Manual,18.6,1197,85.8,5,428000,7123
9104,Maruti Swift,Maruti,Swift,8,73695,Trustmark Dealer,Petrol,Manual,18.6,1197,85.8,5,345000,7124
9105,Maruti Swift,Maruti,Swift,7,72597,Trustmark Dealer,Petrol,Manual,18.6,1197,85.8,5,365000,7125
9106,Maruti Swift Dzire,Maruti,Swift Dzire,9,46000,Dealer,Petrol,Manual,19.1,1197,85.8,5,370000,7126
9107,Maruti Swift Dzire,Maruti,Swift Dzire,9,49948,Dealer,Petrol,Manual,17.5,1298,85.8,5,340000,7127
9109,Maruti Swift Dzire,Maruti,Swift Dzire,11,44000,Dealer,Petrol,Manual,19.1,1197,85.8,5,250000,7128
9110,Maruti Swift Dzire,Maruti,Swift Dzire,7,11275,Dealer,Petrol,Manual,19.1,1197,85.8,5,470000,7129
9111,Maruti Swift Dzire,Maruti,Swift Dzire,7,36000,Dealer,Petrol,Manual,17.5,1197,85.8,5,435000,7130
9113,Maruti Swift Dzire,Maruti,Swift Dzire,7,114605,Dealer,Petrol,Manual,19.1,1197,85.8,5,380000,7131
9114,Maruti Swift Dzire,Maruti,Swift Dzire,9,55236,Dealer,Petrol,Manual,19.1,1197,85.8,5,350000,7132
9117,Maruti Swift Dzire,Maruti,Swift Dzire,8,78000,Dealer,Petrol,Manual,19.1,1197,85.8,5,385000,7133
9118,Maruti Swift Dzire,Maruti,Swift Dzire,8,33537,Dealer,Petrol,Manual,19.1,1197,85.8,5,420000,7134
9119,Maruti Swift Dzire,Maruti,Swift Dzire,9,37809,Dealer,Petrol,Manual,17.5,1298,85.8,5,335000,7135
9121,Maruti Swift Dzire,Maruti,Swift Dzire,10,35000,Dealer,Petrol,Manual,17.5,1298,85.8,5,350000,7136
9123,Maruti Swift Dzire,Maruti,Swift Dzire,10,51000,Dealer,Petrol,Manual,17.5,1197,85.8,5,340000,7137
9124,Maruti Swift Dzire,Maruti,Swift Dzire,7,94000,Dealer,Petrol,Manual,19.1,1197,85.8,5,475000,7138
9125,Maruti Swift Dzire,Maruti,Swift Dzire,8,56694,Dealer,Petrol,Manual,19.1,1197,85.8,5,435000,7139
9126,Maruti Swift Dzire,Maruti,Swift Dzire,8,37000,Dealer,Petrol,Manual,19.1,1197,85.8,5,445000,7140
9127,Maruti Swift Dzire,Maruti,Swift Dzire,13,78000,Dealer,Petrol,Manual,17.5,1298,85.8,5,250000,7141
9128,Maruti Swift Dzire,Maruti,Swift Dzire,8,10000,Dealer,Petrol,Manual,19.1,1197,85.8,5,475000,7142
9130,Maruti Swift Dzire,Maruti,Swift Dzire,8,56000,Dealer,Petrol,Manual,19.1,1197,85.8,5,430000,7143
9133,Maruti Swift Dzire,Maruti,Swift Dzire,5,29456,Dealer,Petrol,Manual,17.5,1197,85.8,5,550000,7144
9135,Maruti Swift Dzire,Maruti,Swift Dzire,11,35966,Dealer,Petrol,Manual,17.5,1298,85.8,5,260000,7145
9136,Maruti Swift Dzire,Maruti,Swift Dzire,5,62454,Dealer,Petrol,Manual,19.0,1197,85.8,5,334000,7146
9137,Maruti Swift Dzire,Maruti,Swift Dzire,12,42000,Dealer,Petrol,Manual,17.5,1298,85.8,5,345000,7147
9138,Maruti Swift Dzire,Maruti,Swift Dzire,7,70123,Dealer,Petrol,Manual,19.1,1197,85.8,5,445000,7148
9139,Maruti Swift Dzire,Maruti,Swift Dzire,8,56194,Dealer,Petrol,Manual,19.0,1197,85.8,5,430000,7149
9142,Maruti Swift Dzire,Maruti,Swift Dzire,6,43937,Dealer,Petrol,Manual,19.1,1197,85.8,5,570000,7150
9144,Maruti Swift Dzire,Maruti,Swift Dzire,8,65000,Dealer,Petrol,Manual,19.1,1197,85.8,5,350000,7151
9145,Maruti Swift Dzire,Maruti,Swift Dzire,6,32524,Dealer,Petrol,Manual,19.0,1197,85.8,5,560000,7152
9147,Maruti Swift Dzire,Maruti,Swift Dzire,8,41170,Dealer,Petrol,Manual,19.1,1197,85.8,5,380000,7153
9148,Maruti Swift Dzire,Maruti,Swift Dzire,8,50000,Dealer,Petrol,Manual,19.1,1197,85.8,5,375000,7154
9150,Maruti Swift Dzire,Maruti,Swift Dzire,7,33000,Dealer,Petrol,Manual,19.1,1197,85.8,5,395000,7155
9151,Maruti Swift Dzire,Maruti,Swift Dzire,8,75823,Dealer,Petrol,Manual,19.1,1197,85.8,5,425000,7156
9152,Maruti Swift Dzire,Maruti,Swift Dzire,12,56000,Dealer,Petrol,Manual,17.5,1298,85.8,5,325000,7157
9153,Maruti Swift Dzire,Maruti,Swift Dzire,7,56815,Dealer,Petrol,Manual,19.1,1197,85.8,5,450000,7158
9154,Maruti Swift Dzire,Maruti,Swift Dzire,10,85000,Dealer,Petrol,Manual,19.0,1197,85.8,5,225000,7159
9155,Maruti Swift Dzire,Maruti,Swift Dzire,7,50340,Dealer,Petrol,Manual,19.1,1197,85.8,5,540000,7160
9156,Maruti Swift Dzire,Maruti,Swift Dzire,10,35955,Dealer,Petrol,Manual,17.5,1298,85.8,5,350000,7161
9157,Maruti Swift Dzire,Maruti,Swift Dzire,12,51800,Dealer,Petrol,Manual,17.5,1298,85.8,5,245000,7162
9158,Maruti Swift Dzire,Maruti,Swift Dzire,7,44852,Dealer,Petrol,Manual,19.1,1197,85.8,5,420000,7163
9161,Maruti Swift Dzire,Maruti,Swift Dzire,11,59117,Dealer,Petrol,Manual,17.5,1298,85.8,5,300000,7164
9162,Maruti Swift Dzire,Maruti,Swift Dzire,9,66581,Dealer,Petrol,Automatic,17.4,1197,85.8,5,395000,7165
9164,Maruti Swift Dzire,Maruti,Swift Dzire,12,58000,Dealer,Petrol,Manual,17.5,1298,85.8,5,220000,7166
9165,Maruti Swift Dzire,Maruti,Swift Dzire,9,65000,Dealer,Petrol,Manual,19.1,1197,85.8,5,335000,7167
9166,Maruti Swift Dzire,Maruti,Swift Dzire,7,66251,Dealer,Petrol,Manual,19.1,1197,85.8,5,430000,7168
9167,Maruti Swift Dzire,Maruti,Swift Dzire,6,57429,Dealer,Petrol,Manual,19.1,1197,85.8,5,450000,7169
9169,Maruti Swift Dzire,Maruti,Swift Dzire,7,38000,Dealer,Petrol,Manual,17.5,1298,85.8,5,435000,7170
9170,Maruti Swift Dzire,Maruti,Swift Dzire,10,62000,Dealer,Petrol,Manual,17.5,1298,85.8,5,250000,7171
9171,Maruti Swift Dzire,Maruti,Swift Dzire,7,80000,Dealer,Petrol,Manual,19.0,1197,85.8,5,310000,7172
9172,Maruti Swift Dzire,Maruti,Swift Dzire,7,45000,Dealer,Petrol,Manual,19.1,1197,85.8,5,420000,7173
9174,Maruti Swift Dzire,Maruti,Swift Dzire,12,68000,Dealer,Petrol,Manual,17.5,1298,85.8,5,210000,7174
9175,Maruti Swift Dzire,Maruti,Swift Dzire,6,52000,Dealer,Petrol,Manual,17.5,1197,85.8,5,425000,7175
9176,Maruti Swift Dzire,Maruti,Swift Dzire,5,35000,Dealer,Petrol,Manual,19.1,1197,85.8,5,475000,7176
9177,Maruti Swift Dzire,Maruti,Swift Dzire,11,65000,Dealer,Petrol,Manual,17.5,1298,85.8,5,260000,7177
9178,Maruti Swift Dzire,Maruti,Swift Dzire,9,55000,Dealer,Petrol,Manual,17.5,1197,85.8,5,335000,7178
9179,Maruti Swift Dzire,Maruti,Swift Dzire,7,72001,Dealer,Petrol,Manual,19.1,1197,85.8,5,385000,7179
9180,Maruti Swift Dzire,Maruti,Swift Dzire,5,62000,Dealer,Petrol,Manual,19.0,1197,85.8,5,450000,7180
9181,Maruti Swift Dzire,Maruti,Swift Dzire,8,78619,Dealer,Petrol,Manual,19.1,1197,85.8,5,385000,7181
9182,Maruti Swift Dzire,Maruti,Swift Dzire,9,55236,Dealer,Petrol,Manual,17.5,1298,85.8,5,350000,7182
9183,Maruti Swift Dzire,Maruti,Swift Dzire,7,55837,Dealer,Petrol,Manual,17.5,1197,85.8,5,415000,7183
9186,Maruti Swift Dzire,Maruti,Swift Dzire,4,48000,Dealer,Petrol,Manual,19.0,1197,85.8,5,475000,7184
9187,Maruti Swift Dzire,Maruti,Swift Dzire,5,52490,Dealer,Petrol,Manual,19.0,1197,85.8,5,465000,7185
9188,Maruti Swift Dzire,Maruti,Swift Dzire,7,62000,Dealer,Petrol,Manual,19.1,1197,85.8,5,425000,7186
9189,Maruti Swift Dzire,Maruti,Swift Dzire,6,51000,Dealer,Petrol,Manual,19.1,1197,85.8,5,399000,7187
9192,Maruti Swift Dzire,Maruti,Swift Dzire,10,44070,Dealer,Petrol,Manual,17.5,1197,85.8,5,345000,7188
9193,Maruti Swift Dzire,Maruti,Swift Dzire,12,69000,Dealer,Petrol,Manual,17.5,1298,85.8,5,215000,7189
9194,Maruti Swift Dzire,Maruti,Swift Dzire,11,72000,Dealer,Petrol,Manual,19.1,1197,85.8,5,260000,7190
9196,Maruti Swift Dzire,Maruti,Swift Dzire,9,45000,Dealer,Petrol,Automatic,17.4,1197,85.8,5,395000,7191
9197,Maruti Swift Dzire,Maruti,Swift Dzire,7,70000,Dealer,Petrol,Manual,19.1,1197,85.8,5,450000,7192
9198,Maruti Swift Dzire,Maruti,Swift Dzire,9,29548,Dealer,Petrol,Manual,17.5,1298,85.8,5,330000,7193
9200,Maruti Swift Dzire,Maruti,Swift Dzire,5,50125,Dealer,Petrol,Manual,19.0,1197,85.8,5,640000,7194
9201,Maruti Swift Dzire,Maruti,Swift Dzire,8,38000,Dealer,Petrol,Manual,19.1,1197,85.8,5,395000,7195
9203,Maruti Swift Dzire,Maruti,Swift Dzire,8,43000,Dealer,Petrol,Automatic,17.4,1197,85.8,5,445000,7196
9204,Maruti Swift Dzire,Maruti,Swift Dzire,4,53154,Dealer,Petrol,Manual,17.5,1298,85.8,5,725000,7197
9205,Maruti Swift Dzire,Maruti,Swift Dzire,8,72647,Dealer,Petrol,Manual,19.1,1197,85.8,5,500000,7198
9206,Maruti Swift Dzire,Maruti,Swift Dzire,10,80930,Dealer,Petrol,Manual,17.5,1197,85.8,5,400000,7199
9207,Maruti Swift Dzire,Maruti,Swift Dzire,8,46100,Dealer,Petrol,Manual,19.1,1197,85.8,5,475000,7200
9208,Maruti Swift Dzire,Maruti,Swift Dzire,8,60855,Dealer,Petrol,Manual,19.1,1197,85.8,5,500000,7201
9209,Maruti Swift Dzire,Maruti,Swift Dzire,9,45000,Dealer,Petrol,Manual,17.5,1298,85.8,5,340000,7202
9210,Maruti Swift Dzire,Maruti,Swift Dzire,9,37801,Dealer,Petrol,Manual,17.5,1298,85.8,5,500000,7203
9211,Maruti Swift Dzire,Maruti,Swift Dzire,8,45529,Dealer,Petrol,Manual,19.1,1197,85.8,5,425000,7204
9212,Maruti Swift Dzire,Maruti,Swift Dzire,9,66000,Dealer,Petrol,Manual,17.5,1298,85.8,5,425000,7205
9214,Maruti Swift Dzire,Maruti,Swift Dzire,12,59000,Individual,Petrol,Manual,17.5,1298,85.8,5,275000,7206
9215,Maruti Swift Dzire,Maruti,Swift Dzire,12,76963,Individual,Petrol,Manual,17.5,1298,85.8,5,230000,7207
9216,Maruti Swift Dzire,Maruti,Swift Dzire,7,70000,Individual,Petrol,Manual,19.1,1197,85.8,5,384000,7208
9217,Maruti Swift Dzire,Maruti,Swift Dzire,9,60000,Individual,Petrol,Manual,17.5,1197,85.8,5,350000,7209
9218,Maruti Swift Dzire,Maruti,Swift Dzire,7,40000,Individual,Petrol,Manual,19.1,1197,85.8,5,550000,7210
9221,Maruti Swift Dzire,Maruti,Swift Dzire,4,120000,Individual,Petrol,Manual,19.0,1197,85.8,5,325000,7211
9222,Maruti Swift Dzire,Maruti,Swift Dzire,8,110000,Individual,Petrol,Manual,19.1,1197,85.8,5,420000,7212
9223,Maruti Swift Dzire,Maruti,Swift Dzire,10,70000,Individual,Petrol,Manual,17.5,1298,85.8,5,315000,7213
9224,Maruti Swift Dzire,Maruti,Swift Dzire,4,110000,Individual,CNG,Manual,19.0,1197,85.8,5,450000,7214
9225,Maruti Swift Dzire,Maruti,Swift Dzire,8,21000,Individual,Petrol,Manual,17.5,1298,85.8,5,470000,7215
9226,Maruti Swift Dzire,Maruti,Swift Dzire,5,30000,Individual,Petrol,Manual,17.5,1298,85.8,5,600000,7216
9227,Maruti Swift Dzire,Maruti,Swift Dzire,9,58000,Individual,Petrol,Manual,19.1,1197,85.8,5,430000,7217
9229,Maruti Swift Dzire,Maruti,Swift Dzire,11,90000,Individual,Petrol,Manual,17.5,1298,85.8,5,275000,7218
9231,Maruti Swift Dzire,Maruti,Swift Dzire,13,115000,Individual,Petrol,Manual,17.5,1298,85.8,5,250000,7219
9232,Maruti Swift Dzire,Maruti,Swift Dzire,5,120000,Individual,CNG,Manual,19.0,1197,85.8,5,325000,7220
9233,Maruti Swift Dzire,Maruti,Swift Dzire,9,80000,Individual,Petrol,Manual,19.1,1197,85.8,5,400000,7221
9234,Maruti Swift Dzire,Maruti,Swift Dzire,6,120000,Individual,Petrol,Manual,19.0,1197,85.8,5,200000,7222
9235,Maruti Swift Dzire,Maruti,Swift Dzire,9,34000,Individual,Petrol,Manual,19.1,1197,85.8,5,455000,7223
9236,Maruti Swift Dzire,Maruti,Swift Dzire,7,70000,Individual,Petrol,Manual,19.1,1197,85.8,5,425000,7224
9237,Maruti Swift Dzire,Maruti,Swift Dzire,9,70000,Individual,Petrol,Manual,17.5,1298,85.8,5,370000,7225
9239,Maruti Swift Dzire,Maruti,Swift Dzire,8,40000,Individual,Petrol,Manual,19.1,1197,85.8,5,400000,7227
9240,Maruti Swift Dzire,Maruti,Swift Dzire,6,50000,Individual,Petrol,Manual,17.5,1298,85.8,5,460000,7228
9241,Maruti Swift Dzire,Maruti,Swift Dzire,6,12000,Individual,Petrol,Manual,19.1,1197,85.8,5,650000,7229
9242,Maruti Swift Dzire,Maruti,Swift Dzire,6,80000,Individual,CNG,Manual,19.0,1197,85.8,5,390000,7230
9244,Maruti Swift Dzire,Maruti,Swift Dzire,4,120000,Individual,CNG,Manual,19.0,1197,85.8,5,525000,7231
9246,Maruti Swift Dzire,Maruti,Swift Dzire,12,38000,Individual,Petrol,Manual,17.5,1197,85.8,5,249000,7232
9247,Maruti Swift Dzire,Maruti,Swift Dzire,8,105000,Individual,Petrol,Manual,19.1,1197,85.8,5,400000,7233
9248,Maruti Swift Dzire,Maruti,Swift Dzire,13,84500,Individual,Petrol,Manual,17.5,1197,85.8,5,200000,7234
9249,Maruti Swift Dzire,Maruti,Swift Dzire,10,80000,Individual,Petrol,Manual,17.5,1298,85.8,5,310000,7235
9250,Maruti Swift Dzire,Maruti,Swift Dzire,3,100000,Individual,Petrol,Manual,19.0,1197,85.8,5,375000,7236
9253,Maruti Swift Dzire,Maruti,Swift Dzire,9,60000,Individual,Petrol,Manual,17.5,1298,85.8,5,350000,7237
9254,Maruti Swift Dzire,Maruti,Swift Dzire,10,80000,Individual,Petrol,Manual,17.5,1197,85.8,5,221000,7238
9255,Maruti Swift Dzire,Maruti,Swift Dzire,9,25000,Individual,Petrol,Manual,19.1,1197,85.8,5,540000,7239
9256,Maruti Swift Dzire,Maruti,Swift Dzire,6,80000,Individual,CNG,Manual,19.0,1197,85.8,5,325000,7240
9258,Maruti Swift Dzire,Maruti,Swift Dzire,7,101000,Individual,Petrol,Manual,17.5,1298,85.8,5,350000,7241
9259,Maruti Swift Dzire,Maruti,Swift Dzire,3,114000,Individual,Petrol,Manual,19.0,1197,85.8,5,500000,7242
9260,Maruti Swift Dzire,Maruti,Swift Dzire,8,114000,Individual,Petrol,Manual,19.1,1197,85.8,5,400000,7243
9262,Maruti Swift Dzire,Maruti,Swift Dzire,11,120000,Individual,Petrol,Manual,17.5,1298,85.8,5,200000,7244
9265,Maruti Swift Dzire,Maruti,Swift Dzire,10,70000,Individual,Petrol,Manual,17.5,1197,85.8,5,300000,7246
9266,Maruti Swift Dzire,Maruti,Swift Dzire,8,60000,Individual,Petrol,Manual,19.1,1197,85.8,5,319000,7247
9268,Maruti Swift Dzire,Maruti,Swift Dzire,8,70000,Individual,Petrol,Manual,19.1,1197,85.8,5,350000,7248
9269,Maruti Swift Dzire,Maruti,Swift Dzire,6,44000,Individual,Petrol,Manual,19.1,1197,85.8,5,450000,7249
9270,Maruti Swift Dzire,Maruti,Swift Dzire,9,90000,Individual,Petrol,Manual,17.5,1298,85.8,5,350000,7250
9272,Maruti Swift Dzire,Maruti,Swift Dzire,11,50000,Individual,Petrol,Manual,17.5,1197,85.8,5,300000,7252
9274,Maruti Swift Dzire,Maruti,Swift Dzire,7,101000,Individual,Petrol,Manual,17.5,1298,85.8,5,480000,7253
9276,Maruti Swift Dzire,Maruti,Swift Dzire,3,40000,Individual,Petrol,Manual,19.0,1197,85.8,5,500000,7254
9277,Maruti Swift Dzire,Maruti,Swift Dzire,9,80000,Individual,Petrol,Manual,17.5,1197,85.8,5,400000,7255
9278,Maruti Swift Dzire,Maruti,Swift Dzire,7,46000,Individual,Petrol,Manual,17.5,1298,85.8,5,425000,7256
9279,Maruti Swift Dzire,Maruti,Swift Dzire,10,83000,Individual,Petrol,Manual,17.5,1298,85.8,5,220000,7257
9280,Maruti Swift Dzire,Maruti,Swift Dzire,12,40000,Individual,Petrol,Manual,17.5,1298,85.8,5,370000,7258
9281,Maruti Swift Dzire,Maruti,Swift Dzire,9,100000,Individual,Petrol,Manual,19.1,1197,85.8,5,300000,7259
9282,Maruti Swift Dzire,Maruti,Swift Dzire,9,35000,Individual,Petrol,Manual,17.5,1197,85.8,5,350000,7260
9283,Maruti Swift Dzire,Maruti,Swift Dzire,9,32000,Individual,Petrol,Manual,17.5,1298,85.8,5,430000,7261
9284,Maruti Swift Dzire,Maruti,Swift Dzire,10,70000,Individual,Petrol,Manual,17.5,1298,85.8,5,240000,7262
9285,Maruti Swift Dzire,Maruti,Swift Dzire,8,86300,Individual,Petrol,Manual,19.1,1197,85.8,5,440000,7263
9286,Maruti Swift Dzire,Maruti,Swift Dzire,8,64000,Individual,Petrol,Manual,19.1,1197,85.8,5,350000,7264
9287,Maruti Swift Dzire,Maruti,Swift Dzire,8,100000,Individual,Petrol,Manual,19.1,1197,85.8,5,390000,7265
9290,Maruti Swift Dzire,Maruti,Swift Dzire,7,110000,Individual,Petrol,Manual,19.0,1197,85.8,5,191000,7267
9292,Maruti Swift Dzire,Maruti,Swift Dzire,11,52000,Individual,Petrol,Manual,17.5,1298,85.8,5,250000,7268
9293,Maruti Swift Dzire,Maruti,Swift Dzire,7,60000,Individual,Petrol,Manual,19.1,1197,85.8,5,560000,7269
9294,Maruti Swift Dzire,Maruti,Swift Dzire,12,40000,Individual,Petrol,Manual,17.5,1197,85.8,5,290000,7270
9295,Maruti Swift Dzire,Maruti,Swift Dzire,8,48987,Trustmark Dealer,Petrol,Manual,19.1,1197,85.8,5,370000,7271
9296,Maruti Swift Dzire,Maruti,Swift Dzire,7,74326,Trustmark Dealer,Petrol,Manual,19.1,1197,85.8,5,400000,7272
9297,Honda Amaze,Honda,Amaze,6,59000,Dealer,Petrol,Manual,18.0,1198,86.7,5,395000,7273
9298,Honda Amaze,Honda,Amaze,8,64000,Dealer,CNG,Manual,18.0,1198,86.7,5,349000,7274
9299,Honda Amaze,Honda,Amaze,5,34000,Dealer,Petrol,Manual,18.0,1198,86.7,5,500000,7275
9301,Honda Amaze,Honda,Amaze,4,33869,Dealer,Petrol,Manual,17.8,1198,86.7,5,527000,7276
9303,Honda Amaze,Honda,Amaze,6,16942,Dealer,Petrol,Manual,18.0,1198,86.7,5,439000,7277
9306,Honda Amaze,Honda,Amaze,5,13433,Dealer,Petrol,Manual,17.8,1198,86.7,5,551000,7278
9307,Honda Amaze,Honda,Amaze,5,35118,Dealer,Petrol,Manual,17.8,1198,86.7,5,475000,7279
9309,Honda Amaze,Honda,Amaze,4,28000,Dealer,Petrol,Manual,17.8,1198,86.7,5,500000,7280
9310,Honda Amaze,Honda,Amaze,5,54000,Dealer,Petrol,Manual,18.0,1198,86.7,5,510000,7281
9311,Honda Amaze,Honda,Amaze,4,53200,Dealer,Petrol,Manual,18.0,1198,86.7,5,475000,7282
9312,Honda Amaze,Honda,Amaze,7,57432,Dealer,Petrol,Manual,18.0,1198,86.7,5,365000,7283
9313,Honda Amaze,Honda,Amaze,5,45000,Dealer,Petrol,Manual,18.0,1198,86.7,5,550000,7284
9315,Honda Amaze,Honda,Amaze,3,41612,Dealer,Petrol,Manual,17.8,1198,86.7,5,575000,7285
9316,Honda Amaze,Honda,Amaze,8,31497,Dealer,Petrol,Manual,18.0,1198,86.7,5,393000,7286
9318,Honda Amaze,Honda,Amaze,8,45000,Dealer,Petrol,Manual,18.0,1198,86.7,5,350000,7287
9319,Honda Amaze,Honda,Amaze,8,41000,Dealer,Petrol,Manual,18.0,1198,86.7,5,365000,7288
9320,Honda Amaze,Honda,Amaze,6,59123,Dealer,Petrol,Manual,18.0,1198,86.7,5,475000,7289
9321,Honda Amaze,Honda,Amaze,6,21000,Dealer,Petrol,Manual,18.0,1198,86.7,5,435000,7290
9322,Honda Amaze,Honda,Amaze,8,57239,Dealer,Petrol,Manual,18.0,1198,86.7,5,425000,7291
9324,Honda Amaze,Honda,Amaze,8,51112,Dealer,Petrol,Automatic,15.5,1198,86.7,5,295000,7292
9325,Honda Amaze,Honda,Amaze,2,2277,Dealer,Petrol,Automatic,15.5,1198,86.7,5,800000,7293
9326,Honda Amaze,Honda,Amaze,3,12000,Dealer,Petrol,Manual,17.8,1198,86.7,5,645000,7294
9327,Honda Amaze,Honda,Amaze,6,73000,Dealer,Petrol,Manual,18.0,1198,86.7,5,450000,7295
9329,Honda Amaze,Honda,Amaze,2,4387,Dealer,Petrol,Manual,17.8,1198,86.7,5,685000,7296
9331,Honda Amaze,Honda,Amaze,3,11000,Dealer,Petrol,Manual,17.8,1198,86.7,5,690000,7297
9332,Honda Amaze,Honda,Amaze,5,50000,Dealer,Petrol,Manual,18.0,1198,86.7,5,500000,7298
9334,Honda Amaze,Honda,Amaze,7,78000,Dealer,Petrol,Manual,18.0,1198,86.7,5,420000,7299
9336,Honda Amaze,Honda,Amaze,5,57000,Dealer,Petrol,Manual,18.0,1198,86.7,5,550000,7300
9337,Honda Amaze,Honda,Amaze,4,20350,Dealer,Petrol,Manual,17.8,1198,86.7,5,650000,7301
9338,Honda Amaze,Honda,Amaze,5,49000,Dealer,Petrol,Manual,17.8,1198,86.7,5,495000,7302
9339,Honda Amaze,Honda,Amaze,6,67500,Dealer,Petrol,Manual,18.0,1198,86.7,5,500000,7303
9340,Honda Amaze,Honda,Amaze,6,39441,Dealer,Petrol,Manual,18.0,1198,86.7,5,475000,7304
